          21
          37
  0.1000000      0.1000000      0.1000000      0.1000000    
   1.500000       1.700000       1.500000    
  1.9999999E-04  5.0000004E-03  5.0000004E-03
   100.0000    
  0.9131993    
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  2.1333501E-02  4.2494226E-02  6.3310742E-02  8.3614841E-02  0.1032432      0.1220388      0.1398525      0.1565443      0.1719844      0.1860545      0.1986486      0.2096736      0.2190504      0.2267137      0.2326129      0.2367120      0.2389894      0.2394381      0.2380652      0.2348918      0.2299521      0.2232932      0.2149743      0.2050659      0.1936494      0.1808159      0.1666656      0.1513070      0.1348560      0.1174347      9.9171370E-02  8.0198869E-02  6.0654193E-02  4.0677503E-02  2.0411380E-02  0.0000000E+00
  0.0000000E+00  4.3022253E-02  8.5679993E-02  0.1276121      0.1684651      0.2078974      0.2455824      0.2812120      0.3144996      0.3451824      0.3730245      0.3978180      0.4193844      0.4375764      0.4522777      0.4634033      0.4708997      0.4747438      0.4749423      0.4715306      0.4645710      0.4541519      0.4403850      0.4234044      0.4033642      0.3804367      0.3548109      0.3266900      0.2962905      0.2638395      0.2295741      0.1937393      0.1565867      0.1183737      7.9361513E-02  3.9814766E-02  0.0000000E+00
  0.0000000E+00  6.4517498E-02  0.1284646      0.1912771      0.2524044      0.3113156      0.3675065      0.4205044      0.4698733      0.5152183      0.5561892      0.5924831      0.6238467      0.6500773      0.6710227      0.6865815      0.6967018      0.7013785      0.7006526      0.6946077      0.6833665      0.6670885      0.6459653      0.6202188      0.5900962      0.5558677      0.5178226      0.4762671      0.4315212      0.3839164      0.3337932      0.2814997      0.2273901      0.1718224      0.1151587      5.7762720E-02  0.0000000E+00
  0.0000000E+00  8.5240468E-02  0.1696969      0.2525944      0.3331789      0.4107256      0.4845491      0.5540111      0.6185277      0.6775758      0.7306978      0.7775056      0.8176826      0.8509852      0.8772422      0.8963534      0.9082868      0.9130754      0.9108124      0.9016473      0.8857794      0.8634535      0.8349534      0.8005971      0.7607308      0.7157251      0.6659692      0.6118677      0.5538369      0.4923019      0.4276937      0.3604472      0.2910003      0.2197921      0.1472625      7.3851727E-02  0.0000000E+00
  0.0000000E+00  0.1045928      0.2081873      0.3097981      0.4084674      0.5032782      0.5933664      0.6779321      0.7562494      0.8276742      0.8916515      0.9477199      0.9955130       1.034762       1.065292       1.087023       1.099959       1.104188       1.099873       1.087241       1.066584       1.038239       1.002591      0.9600571      0.9110855      0.8561441      0.7957175      0.7303010      0.6603965      0.5865092      0.5091449      0.4288079      0.3460003      0.2612209      0.1749660      8.7728508E-02  0.0000000E+00
  0.0000000E+00  0.1219693      0.2427335      0.3611043      0.4759288      0.5861056      0.6906014      0.7884640      0.8788355      0.9609622       1.034204       1.098040       1.152068       1.196011       1.229707       1.253108       1.266273       1.269358       1.262605       1.246336       1.220934       1.186840       1.144538       1.094547       1.037410      0.9736878      0.9039509      0.8287739      0.7487308      0.6643916      0.5763189      0.4850684      0.3911865      0.2952111      0.1976727      9.9095635E-02  0.0000000E+00
  0.0000000E+00  0.1367740      0.2721524      0.4047604      0.5332657      0.6563991      0.7729732      0.8818991      0.9822020       1.073034       1.153685       1.223588       1.282323       1.329618       1.365338       1.389484       1.402179       1.403656       1.394246       1.374364       1.344493       1.305174       1.256987       1.200545       1.136479       1.065430      0.9880424      0.9049550      0.8167979      0.7241883      0.6277288      0.5280063      0.4255926      0.3210447      0.2149077      0.1077167      0.0000000E+00
  0.0000000E+00  0.1484396      0.2953186      0.4391001      0.5782976      0.7114969      0.8373795      0.9547416       1.062512       1.159768       1.245744       1.319848       1.381655       1.430911       1.467524       1.491550       1.503183       1.502740       1.490640       1.467391       1.433570       1.389808       1.336776       1.275165       1.205683       1.129035       1.045923      0.9570320      0.8630310      0.7645659      0.6622607      0.5567155      0.4485088      0.3381987      0.2263268      0.1134209      0.0000000E+00
  0.0000000E+00  0.1564494      0.3112069      0.4626077      0.6090432      0.7489864      0.8810171       1.003845       1.116326       1.217486       1.306527       1.382844       1.446025       1.495849       1.532269       1.555406       1.565526       1.563025       1.548406       1.522262       1.485250       1.438081       1.381497       1.316254       1.243114       1.162832       1.076144      0.9837650      0.8863820      0.7846523      0.6792020      0.5706279      0.4594981      0.3463559      0.2317234      0.1161065      0.0000000E+00
