          21
          37
  0.5000000      0.1000000      0.1000000      0.5000000    
   1.200000       1.200000       1.040000    
  7.0000002E-03  7.9999998E-02  0.3000000    
   2000.000    
  0.4336114    
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  7.3759802E-02  0.1471941      0.2199728      0.2917606      0.3622147      0.4309821      0.4976984      0.5619849      0.6234485      0.6816803      0.7362557      0.7867362      0.8326710      0.8736008      0.9090618      0.9385930      0.9617428      0.9780781      0.9871947      0.9887280      0.9823648      0.9678557      0.9450268      0.9137915      0.8741612      0.8262544      0.7703030      0.7066581      0.6357906      0.5582898      0.4748590      0.3863065      0.2935342      0.1975235      9.9317014E-02  0.0000000E+00
  0.0000000E+00  0.1328962      0.2654686      0.3973770      0.5282680      0.6577677      0.7854729      0.9109411       1.033679       1.153132       1.268672       1.379586       1.485072       1.584226       1.676050       1.759448       1.833237       1.896166       1.946930       1.984206       2.006684       2.013107       2.002316       1.973299       1.925244       1.857582       1.770037       1.662670       1.535904       1.390552       1.227825       1.049324      0.8570237      0.6532344      0.4405560      0.2218162      0.0000000E+00
  0.0000000E+00  0.1821088      0.3639930      0.5454099      0.7261201      0.9058831       1.084444       1.261517       1.436754       1.609717       1.779839       1.946389       2.108432       2.264802       2.414074       2.554552       2.684264       2.800978       2.902229       2.985362       3.047596       3.086108       3.098125       3.081033       3.032502       2.950612       2.833978       2.681867       2.494305       2.272151       2.017148       1.731926       1.419981       1.085598      0.7337398      0.3699141      0.0000000E+00
  0.0000000E+00  0.2265449      0.4528336      0.6786190      0.9037258       1.128065       1.351628       1.574456       1.796594       2.018022       2.238578       2.457871       2.675197       2.889452       3.099070       3.301965       3.495493       3.676450       3.841087       3.985159       4.104015       4.192713       4.246183       4.259414       4.227680       4.146792       4.013356       3.825032       3.580774       3.281020       2.927828       2.524920       2.077653       1.592889       1.078786      0.5445271      0.0000000E+00
  0.0000000E+00  0.2714922      0.5423551      0.8120435       1.080233       1.346876       1.612211       1.876724       2.141068       2.405941       2.671949       2.939448       3.208385       3.478144       3.747411       4.014056       4.275045       4.526386       4.763120       4.979348       5.168322       5.322589       5.434205       5.495017       5.497008       5.432715       5.295694       5.081000       4.785656       4.409048       3.953214       3.422973       2.825885       2.172032       1.473647      0.7446280      0.0000000E+00
  0.0000000E+00  0.3219923      0.6424687      0.9601390       1.274188       1.584401       1.891192       2.195549       2.498900       2.802926       3.109334       3.419615       3.734787       4.055161       4.380118       4.707916       5.035529       5.358528       5.671006       5.965569       6.233381       6.464312       6.647164       6.770041       6.820816       6.787742       6.660192       6.429477       6.089660       5.638304       5.077010       4.411682       3.652467       2.813366       1.911592      0.9667521      0.0000000E+00
  0.0000000E+00  0.3823889      0.7617550       1.135526       1.501986       1.860482       2.211476       2.556453       2.897717       3.238110       3.580687       3.928366       4.283583       4.647957       5.021985       5.404762       5.793739       6.184519       6.570700       6.943769       7.293081       7.605939       7.867803       8.062670       8.173666       8.183860       8.077300       7.840312       7.462865       6.939830       6.271924       5.466174       4.535791       3.499486       2.380352       1.204541      0.0000000E+00
  0.0000000E+00  0.4557979      0.9064372       1.347526       1.776035       2.190592       2.591540       2.980783       3.361495       3.737727       4.113968       4.494706       4.883983       5.284979       5.699631       6.128274       6.569316       7.018938       7.470819       7.915921       8.342328       8.735201       9.076893       9.347286       9.524426       9.585503       9.508234       9.272730       8.863680       8.272396       7.498332       6.549794       5.443685       4.204299       2.861455       1.448402      0.0000000E+00
  0.0000000E+00  0.5434963       1.079185       1.600424       2.102538       2.583186       3.042398       3.482338       3.906900       4.321209       4.731079       5.142481       5.561042       5.991563       6.437584       6.900970       7.381503       7.876485       8.380341       8.884239       9.375756       9.838627       10.25269       10.59408       10.83584       10.94899       10.90419       10.67427       10.23759       9.581165       8.702993       7.613015       6.332584       4.892479       3.329924       1.685373      0.0000000E+00
  0.0000000E+00  0.6442395       1.277758       1.891448       2.478804       3.036340       3.563563       4.062648       4.537912       4.995222       5.441370       5.883490       6.328519       6.782701       7.251127       7.737294       8.242634       8.766033       9.303301       9.846605       10.38391       10.89847       11.36850       11.76715       12.06299       12.22108       12.20489       11.97926       11.51557       10.79625       9.817947       8.592787       7.147350       5.519630       3.754563       1.899339      0.0000000E+00
  0.0000000E+00  0.7535377       1.493531       2.208480       2.890069       3.533582       4.137810       4.704617       5.238324       5.745043       6.232007       6.706969       7.177676       7.651390       8.134451       8.631840       9.146691       9.679735       10.22866       10.78735       11.34507       11.88564       12.38674       12.81962       13.14931       13.33573       13.33574       13.10636       12.61216       11.83138       10.75993       9.412729       7.822096       6.033429       4.099038       2.071671      0.0000000E+00
  0.0000000E+00  0.8629433       1.709996       2.527653       3.306014       4.039171       4.725039       5.364841       5.962440       6.523623       7.055430       7.565579       8.061972       8.552279       9.043560       9.541866       10.05178       10.57582       11.11377       11.66169       12.21090       12.74678       13.24763       13.68400       14.01867       14.20778       14.20302       13.95510       13.42337       12.58331       11.43109       9.984898       8.282564       6.376115       4.323927       2.182388      0.0000000E+00
  0.0000000E+00  0.9594339       1.901439       2.811154       3.677506       4.493560       5.256281       5.965995       6.625694       7.240333       7.816183       8.360304       8.880103       9.383001       9.876116       10.36595       10.85799       11.35616       11.86208       12.37408       12.88590       13.38520       13.85193       14.25717       14.56288       14.72323       14.68702       14.40207       13.82581       12.93335       11.72236       10.21413       8.450687       6.488586       4.389812       2.211812      0.0000000E+00
  0.0000000E+00   1.025032       2.032102       3.005815       3.934499       4.810487       5.629863       6.391934       7.098578       7.753582       8.362063       8.929977       9.463760       9.970039       10.45539       10.92612       11.38791       11.84541       12.30150       12.75631       13.20585       13.64031       14.04196       14.38352       14.62772       14.72889       14.63638       14.30017       13.68012       12.75383       11.52136       10.00613       8.251863       6.316221       4.261316       2.142655      0.0000000E+00
  0.0000000E+00   1.037028       2.056627       3.043809       3.987004       4.878273       5.713071       6.489779       7.209132       7.873657       8.487165       9.054332       9.580376       10.07083       10.53134       10.96750       11.38461       11.78728       12.17887       12.56054       12.92995       13.27945       13.59390       13.84868       14.00906       14.03246       13.87346       13.48875       12.84448       11.92297       10.72693       9.280207       7.625048       5.816182       3.911824       1.962370      0.0000000E+00
  0.0000000E+00  0.9696916       1.923612       2.848212       3.732874       4.570040       5.355007       6.085560       6.761520       7.384289       7.956443       8.481396       8.963120       9.405957       9.814449       10.19320       10.54669       10.87897       11.19316       11.49071       11.77018       12.02560       12.24448       12.40572       12.47928       12.42973       12.22048       11.81776       11.19611       10.34357       9.264944       7.982424       6.533372       4.965432       3.328796       1.665762      0.0000000E+00
  0.0000000E+00  0.7992287       1.585662       2.348375       3.078712       3.770337       4.419088       5.022708       5.580525       6.093122       6.562060       6.989617       7.378574       7.732062       8.053425       8.346113       8.613527       8.858793       9.084387       9.291527       9.479233       9.642962       9.773138       9.853319       9.861189       9.771133       9.557114       9.195825       8.670502       7.974394       7.112994       6.104428       4.977894       3.770102       2.519461       1.257644      0.0000000E+00
  0.0000000E+00  0.5139643       1.019703       1.510249       1.980053       2.424982       2.842232       3.230173       3.588156       3.916323       4.215463       4.486846       4.732086       4.953043       5.151736       5.330266       5.490723       5.635039       5.764756       5.880644       5.982081       6.066084       6.126785       6.154448       6.135978       6.056476       5.901003       5.656521       5.314043       4.870564       4.330271       3.704747       3.012052       2.274663       1.515998      0.7550910      0.0000000E+00
  0.0000000E+00  0.1284907      0.2549250      0.3775615      0.4950123      0.6062445      0.7105572      0.8075424      0.8970382      0.9790800       1.053865       1.121710       1.183020       1.238259       1.287932       1.332564       1.372678       1.408757       1.441186       1.470158       1.495517       1.516518       1.531694       1.538610       1.533993       1.514117       1.475250       1.414130       1.328510       1.217641       1.082568      0.9261869      0.7530133      0.5686661      0.3789997      0.1887728      0.0000000E+00
