          21
          37
  0.3000000      0.1000000      0.1000000      0.7000000    
   1.200000       1.200000       1.040000    
  9.9999998E-03  0.1500000      0.6000000    
   5000.000    
  0.3263218    
  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
  0.0000000E+00  7.3426373E-02  0.1466527      0.2194711      0.2916670      0.3630160      0.4332791      0.5021979      0.5694891      0.6348391      0.6978971      0.7582715      0.8155239      0.8691677      0.9186664      0.9634358       1.002849       1.036244       1.062935       1.082230       1.093445       1.095929       1.089083       1.072390       1.045439       1.007949      0.9597918      0.9010174      0.8318663      0.7527823      0.6644182      0.5676327      0.4634809      0.3531969      0.2381684      0.1199047      0.0000000E+00
  0.0000000E+00  0.1255587      0.2509928      0.3761815      0.5010247      0.6254468      0.7493919      0.8728107      0.9956388       1.117766       1.239000       1.359026       1.477363       1.593329       1.706000       1.814191       1.916440       2.011008       2.095900       2.168893       2.227597       2.269513       2.292125       2.292993       2.269864       2.220786       2.144223       2.039174       1.905267       1.742850       1.553050       1.337804       1.099850      0.8426790      0.5704513      0.2878653      0.0000000E+00
  0.0000000E+00  0.1692114      0.3380112      0.5060689      0.6732137      0.8394847       1.005152       1.170704       1.336800       1.504192       1.673619       1.845683       2.020711       2.198621       2.378794       2.559964       2.740144       2.916573       3.085716       3.243299       3.384392       3.503533       3.594900       3.652517       3.670503       3.643343       3.566195       3.435203       3.247799       3.002995       2.701620       2.346482       1.942443       1.496372       1.016958      0.5144051      0.0000000E+00
  0.0000000E+00  0.2175746      0.4334946      0.6463739      0.8553150       1.060070       1.261124       1.459695       1.657651       1.857353       2.061425       2.272484       2.492836       2.724167       2.967246       3.221669       3.485649       3.755876       4.027452       4.293903       4.547281       4.778324       4.976721       5.131433       5.231101       5.264530       5.221248       5.092128       4.870061       4.550627       4.132729       3.619113       3.016718       2.336748       1.594441      0.8084667      0.0000000E+00
  0.0000000E+00  0.2828338      0.5613017      0.8316535       1.091230       1.338812       1.574800       1.801236       2.021662       2.240832       2.464297       2.697917       2.947298       3.217240       3.511189       3.830766       4.175377       4.541934       4.924699       5.315247       5.702552       6.073184       6.411609       6.700597       6.921758       7.056216       7.085441       6.992240       6.761945       6.383695       5.851775       5.166870       4.337066       3.378387       2.314664       1.176597      0.0000000E+00
  0.0000000E+00  0.3748254      0.7407175       1.089929       1.416765       1.718191       1.994141       2.247542       2.484065       2.711643       2.939791       3.178799       3.438847       3.729126       4.056999       4.427269       4.841579       5.297976       5.790649       6.309827       6.841831       7.369256       7.871261       8.323979       8.701077       8.974507       9.115534       9.096089       8.890508       8.477654       7.843340       6.982853       5.903251       4.624981       3.182257       1.621831      0.0000000E+00
  0.0000000E+00  0.4999006      0.9842476       1.439535       1.855703       2.227058       2.552703       2.836535       3.086815       3.315392       3.536649       3.766282       4.020022       4.312404       4.655618       5.058540       5.525937       6.057884       6.649399       7.290265       7.965033       8.653142       9.329118       9.962875       10.52014       10.96307       11.25132       11.34352       11.19957       10.78368       10.06828       9.038442       7.696503       6.065726       4.191941       2.142187      0.0000000E+00
  0.0000000E+00  0.6601157       1.296108       1.887102       2.417510       2.878270       3.267394       3.589865       3.856949       4.084982       4.293818       4.505105       4.740576       5.020480       5.362204       5.779124       6.279692       6.866759       7.537110       8.281218       9.083155       9.920595       10.76486       11.58097       12.32774       12.95811       13.41977       13.65658       13.61108       13.22837       12.46177       11.28001       9.675411       7.671135       5.325084       2.728720      0.0000000E+00
  0.0000000E+00  0.8527609       1.671424       2.426655       3.096590       3.668362       4.138724       4.513823       4.808111       5.042597       5.242648       5.435731       5.649293       5.908945       6.236975       6.651162       7.163835       7.781158       8.502601       9.320604       10.22036       11.17964       12.16862       13.14954       14.07638       14.89453       15.54082       15.94425       16.02821       15.71486       14.93241       13.62613       11.77179       9.388394       6.545679       3.363189      0.0000000E+00
  0.0000000E+00   1.070171       2.095951       3.039400       3.872301       4.577905       5.151609       5.600551       5.942074       6.201306       6.408321       6.595345       6.794360       7.035214       7.344182       7.742865       8.247323       8.867377       9.606027       10.45900       11.41437       12.45218       13.54389       14.65172       15.72761       16.71221       17.53385       18.10827       18.33983       18.12528       17.36234       15.96540       13.88666       11.13658       7.796099       4.015564      0.0000000E+00
  0.0000000E+00   1.299745       2.546058       3.693529       4.708394       5.570377       6.273412       6.825065       7.244524       7.559541       7.803007       8.009822       8.214423       8.449026       8.742401       9.118973       9.598074       10.19329       10.91181       11.75389       12.71221       13.77131       14.90662       16.08335       17.25477       18.36022       19.32303       20.04884       20.42519       20.32367       19.60766       18.15432       15.88631       12.80209       8.993202       4.641816      0.0000000E+00
  0.0000000E+00   1.524113       2.988739       4.343508       5.550827       6.587697       7.446465       8.134131       8.669970       9.081992       9.403161       9.668150       9.911062       10.16399       10.45617       10.81331       11.25710       11.80453       12.46724       13.25083       14.15407       15.16794       16.27447       17.44493       18.63747       19.79404       20.83703       21.66610       22.15616       22.15719       21.49777       20.01467       17.59866       14.23527       10.02600       5.182771      0.0000000E+00
  0.0000000E+00   1.721283       3.381366       4.928467       6.323596       7.542195       8.574923       9.426981       10.11564       10.66651       11.10970       11.47664       11.79821       12.10363       12.42010       12.77254       13.18322       13.67135       14.25238       14.93720       15.73125       16.63330       17.63389       18.71317       19.83766       20.95594       21.99381       22.84947       23.39024       23.45111       22.83073       21.32953       18.81095       15.25015       10.75669       5.565129      0.0000000E+00
  0.0000000E+00   1.864292       3.670419       5.369052       6.922495       8.305996       9.508560       10.53249       11.39118       12.10565       12.70086       13.20292       13.63727       14.02815       14.39844       14.76983       15.16282       15.59653       16.08823       16.65257       17.30068       18.03881       18.86666       19.77482       20.74082       21.72349       22.65654       23.44155       23.94318       23.98942       23.36100       21.83851       19.27169       15.63056       11.02757       5.705844      0.0000000E+00
  0.0000000E+00   1.919463       3.787731       5.561257       7.206058       8.698617       10.02667       11.18909       12.19426       13.05733       13.79706       14.43329       14.98545       15.47199       15.91039       16.31759       16.71023       17.10481       17.51751       17.96377       18.45751       19.00997       19.62810       20.31199       21.05065       21.81495       22.55009       23.16628       23.53172       23.47488       22.78078       21.23870       18.70440       15.14825       10.67651       5.520872      0.0000000E+00
  0.0000000E+00   1.842591       3.643278       5.366475       6.983753       8.474291       9.825554       11.03345       12.10142       13.03857       13.85734       14.57153       15.19493       15.74075       16.22154       16.64953       17.03702       17.39660       17.74132       18.08450       18.43934       18.81806       19.23065       19.68258       20.17088       20.67736       21.16015       21.54298       21.70642       21.49335       20.71975       19.20964       16.84329       13.59703       9.562175       4.938195      0.0000000E+00
